,sentence_index,sentence,splitset_label
10112,10113,"The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''",1
10113,10114,"tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . ''",1
10114,10115,"Gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clich̩s .",1
10115,10116,"It 's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress .",1
10116,10117,"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",1
10117,10118,"The problem with The Bread , My Sweet is that it 's far too sentimental .",1
10118,10119,A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .,1
10119,10120,Falls short in explaining the music and its roots .,1
10120,10121,Never inspires more than an interested detachment .,1
10121,10122,What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks -LRB- at least during their '70s heyday -RRB- comes across as lame and sophomoric in this debut indie feature .,1
10122,10123,"Despite slick production values and director Roger Michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .",1
10123,10124,"Pretty much sucks , but has a funny moment or two .",1
10124,10125,They do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .,1
10125,10126,A supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .,1
10126,10127,"It ends up being neither , and fails at both endeavors .",1
10127,10128,Two badly interlocked stories drowned by all too clever complexity .,1
10128,10129,"It is so earnest , so overwrought and so wildly implausible that it begs to be parodied .",1
10129,10130,These are textbook lives of quiet desperation .,1
10130,10131,"Swimfan , like Fatal Attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .",1
10131,10132,"Claims to sort the bad guys from the good , which is its essential problem .",1
10132,10133,"Purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons .",1
10133,10134,"Feels like pieces a bunch of other , better movies slapped together .",1
10134,10135,"Almost everything about the film is unsettling , from the preposterous hairpiece worn by Lai 's villainous father to the endless action sequences .",1
10135,10136,"Writer-director Randall Wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .",1
10136,10137,"It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .",1
10137,10138,One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .,1
10138,10139,Phoned-in business as usual .,1
10139,10140,"There 's an epic here , but you have to put it together yourself .",1
10140,10141,"What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .",1
10141,10142,"Director-chef Gabriele Muccino keeps it fast -- zippy , comin ' at ya -- as if fearing that his film is molto superficiale .",1
10142,10143,"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",1
10143,10144,The most horrific movie experience I 've had since `` Ca n't Stop The Music . '',1
10144,10145,It may as well be called `` Jar-Jar Binks : The Movie . '',1
10145,10146,It 's that painful .,1
10146,10147,"God is great , the movie 's not .",1
10147,10148,"Like a three-ring circus , there are side stories aplenty -- none of them memorable .",1
10148,10149,"When in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip .",1
10149,10150,Or else a doggie winks .,1
10150,10151,"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",1
10151,10152,As original and insightful as last week 's episode of Behind the Music .,1
10152,10153,Plays like John Le Carr̩ with a couple of burnt-out cylinders .,1
10153,10154,You may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,1
10154,10155,"It 's neither as sappy as Big Daddy nor as anarchic as Happy Gilmore or The Waterboy , but it has its moments .",1
10155,10156,Despite the surface attractions -- Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year -- there 's something impressive and yet lacking about everything .,1
10156,10157,A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .,1
10157,10158,-LRB- Crystal and De Niro -RRB- manage to squeeze out some good laughs but not enough to make this silly con job sing .,1
10158,10159,"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames .",1
10159,10160,The Christ allegory does n't work because there is no foundation for it,1
10160,10161,"Go for La Salle 's performance , and make do as best you can with a stuttering script .",1
10161,10162,"It 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress .",1
10162,10163,"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .",1
10163,10164,I did n't find much fascination in the swinging .,1
10164,10165,"What they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .",1
10165,10166,But that they are doing it is thought-provoking .,1
10166,10167,"The acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .",1
10167,10168,"After Collateral Damage , you might imagine that most every aggrieved father clich̩ has been unturned .",1
10168,10169,But no. .,1
10169,10170,"Ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of Martha Stewart decorating program run amok .",1
10170,10171,"Releasing a film with the word ` dog ' in its title in January lends itself to easy jokes and insults , and Snow Dogs deserves every single one of them .",1
10171,10172,Tedious Norwegian offering which somehow snagged an Oscar nomination .,1
10172,10173,It was a dark and stormy night ...,1
10173,10174,"A dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment .",1
10174,10175,This sort of cute and cloying material is far from Zhang 's forte and it shows .,1
10175,10176,"Bray is completely at sea ; with nothing but a Savage Garden music video on his resume , he has no clue about making a movie .",1
10176,10177,"Freundlich 's made -LRB- Crudup -RRB- a suburban architect , and a cipher .",1
10177,10178,"a huge disappointment coming , as it does , from filmmakers and performers of this calibre",1
10178,10179,"Though it pretends to expose the life of male hustlers , it 's exploitive without being insightful .",1
10179,10180,Aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .,1
10180,10181,What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .,1
10181,10182,Exhibits the shallow sensationalism characteristic of soap opera ... more salacious telenovela than serious drama .,1
10182,10183,Seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .,1
10183,10184,"Even with Harris 's strong effort , the script gives him little to effectively probe Lear 's soul-stripping breakdown .",1
10184,10185,The story is bogus and its characters tissue-thin .,1
10185,10186,"Whereas the extremely competent hitman films such as Pulp Fiction and Get Shorty resonate a sardonic verve to their caustic purpose for existing , Who Is Cletis Tout ?",1
10186,10187,is an inexpressible and drab wannabe looking for that exact niche .,1
10187,10188,"While American Adobo has its heart -LRB- and its palate -RRB- in the right place , its brain is a little scattered -- ditsy , even .",1
10188,10189,"Imagine a film that begins as a Seven rip-off , only to switch to a mix of The Shining , The Thing , and any naked teenagers horror flick from the 1980s .",1
10189,10190,Most of the dialogue made me want to pack raw dough in my ears .,1
10190,10191,"Costner 's warm-milk persona is just as ill-fitting as Shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink Laurence Olivier .",1
10191,10192,"It 's coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate .",1
10192,10193,"Directed by Kevin Bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut .",1
10193,10194,turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters,1
10194,10195,Robin Williams departs from his fun friendly demeanor in exchange for a darker unnerving role .,1
10195,10196,"High Crimes is a cinematic misdemeanor , a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , Morgan Freeman and Ashley Judd .",1
10196,10197,Set in a 1986 Harlem that does n't look much like anywhere in New York .,1
10197,10198,The chocolate factory without Charlie .,1
10198,10199,Long on twinkly-eyed close-ups and short on shame .,1
10199,10200,Hip-hop rarely comes alive as its own fire-breathing entity in this picture .,1
10200,10201,"A dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .",1
10201,10202,Deserving of its critical backlash and more .,1
10202,10203,Neither a rousing success nor a blinding embarrassment .,1
10203,10204,"Still , it just sits there like a side dish no one ordered .",1
10204,10205,"The Sum of All Fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots -LRB- or cinema seats -RRB- .",1
10205,10206,"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting -LRB- and funnier -RRB- than his .",1
10206,10207,This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time .,1
10207,10208,It recycles every clich̩ about gays in what is essentially an extended soap opera .,1
10208,10209,"I 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks .",1
10209,10210,May offend viewers not amused by the sick sense of humor .,1
10210,10211,Many of Benjamins ' elements feel like they 've been patched in from an episode of Miami Vice .,1
10211,10212,It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .,1
10212,10213,Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant .,1
10213,10214,"If you 're not fans of the adventues of Steve and Terri , you should avoid this like the dreaded King Brown snake .",1
10214,10215,"Personally , I 'd rather watch them on the Animal Planet .",1
10215,10216,Cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .,1
10216,10217,Feels as if the inmates have actually taken over the asylum .,1
10217,10218,All of the filmmakers ' calculations ca n't rescue Brown Sugar from the curse of blandness .,1
10218,10219,"The movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance .",1
10219,10220,"... post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .",1
10220,10221,The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,1
10221,10222,"No matter how you slice it , Mark Wahlberg and Thandie Newton are not Hepburn and Grant , two cinematic icons with chemistry galore .",1
10222,10223,Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .,1
10223,10224,"Humorless , self-conscious art drivel , made without a glimmer of intelligence or invention .",1
10224,10225,The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . ',1
10225,10226,"Solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me .",1
10226,10227,More tiring than anything .,1
10227,10228,"Nelson 's intentions are good , but the end result does no justice to the story itself .",1
10228,10229,It 's horribly depressing and not very well done .,1
10229,10230,"... the efforts of its star , Kline , to lend some dignity to a dumb story are for naught .",1
10230,10231,"A good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .",1
10231,10232,Is n't it a bit early in his career for director Barry Sonnenfeld to do a homage to himself ?,1
10232,10233,And it 's a lousy one at that .,1
10233,10234,Overly long and worshipful bio-doc .,1
10234,10235,I 'll go out on a limb .,1
10235,10236,It is n't quite one of the worst movies of the year .,1
10236,10237,It 's just merely very bad .,1
10237,10238,Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .,1
10238,10239,"About Amy 's cuteness , Amy 's career success -LRB- she 's a best-selling writer of self-help books who ca n't help herself -RRB- , and Amy 's neuroses when it comes to men .",1
10239,10240,"Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .",1
10240,10241,"Feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .",1
10241,10242,"In my own very humble opinion , In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works .",1
10242,10243,The script is too mainstream and the psychology too textbook to intrigue .,1
10243,10244,"Muddled , simplistic and more than a little pretentious .",1
10244,10245,"Meandering and glacially paced , and often just plain dull .",1
10245,10246,"A disaster of a drama , saved only by its winged assailants .",1
10246,10247,"A road trip that will get you thinking , ` Are we there yet ? '",1
10247,10248,"Director Elie Chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?",1
10248,10249,"Dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation .",1
10249,10250,"If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .",1
10250,10251,An occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .,1
10251,10252,What could have been right at home as a nifty plot line in Steven Soderbergh 's Traffic fails to arrive at any satisfying destination .,1
10252,10253,The movie is like Scorsese 's Mean Streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like Leather Warriors and Switchblade Sexpot .,1
10253,10254,This pathetic junk is barely an hour long .,1
10254,10255,"Nevertheless , it still seems endless .",1
10255,10256,It is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure !,1
10256,10257,It 's just that it 's so not-at-all-good .,1
10257,10258,And I expect much more from a talent as outstanding as director Bruce McCulloch .,1
10258,10259,Dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .,1
10259,10260,Is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?,1
10260,10261,It 's supposed to be a romantic comedy - it suffers from too much Norma Rae and not enough Pretty Woman .,1
10261,10262,"The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .",1
10262,10263,Staggers between flaccid satire and what is supposed to be madcap farce .,1
10263,10264,"Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .",1
10264,10265,"Brainy , artistic and muted , almost to the point of suffocation .",1
10265,10266,Plays like the old disease-of-the-week small-screen melodramas .,1
10266,10267,"Like life on the island , the movie grows boring despite the scenery .",1
10267,10268,The truth about Charlie is that it 's a brazenly misguided project .,1
10268,10269,displays the potential for a better movie than what Bailly manages to deliver,1
10269,10270,So exaggerated and broad that it comes off as annoying rather than charming .,1
10270,10271,An awkward hybrid of genres that just does n't work .,1
10271,10272,The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,1
10272,10273,Snipes is both a snore and utter tripe .,1
10273,10274,"Ritchie 's film is easier to swallow than Wertmuller 's polemical allegory , but it 's self-defeatingly decorous .",1
10274,10275,Chalk it up as the worst kind of hubristic folly .,1
10275,10276,"It 's the kind of under-inspired , overblown enterprise that gives Hollywood sequels a bad name .",1
10276,10277,Rosenthal -LRB- Halloween II -RRB- seems to have forgotten everything he ever knew about generating suspense .,1
10277,10278,Even Murphy 's expert comic timing and famed charisma ca n't rescue this effort .,1
10278,10279,Rodriguez ... was unable to reproduce the special spark between the characters that made the first film such a delight .,1
10279,10280,A sleek advert for youthful anomie that never quite equals the sum of its pretensions .,1
10280,10281,Some Body smacks of exhibitionism more than it does cathartic truth telling .,1
10281,10282,"This is n't a terrible film by any means , but it 's also far from being a realized work .",1
10282,10283,"Apparently , romantic comedy with a fresh point of view just does n't figure in the present Hollywood program .",1
10283,10284,Depressingly thin and exhaustingly contrived .,1
10284,10285,Only masochistic moviegoers need apply .,1
10285,10286,A movie that 's held captive by mediocrity .,1
10286,10287,"Not bad , but not all that good .",1
10287,10288,"Bacon keeps things interesting , but do n't go out of your way to pay full price .",1
10288,10289,What 's next ?,1
10289,10290,"Rob Schneider , Dana Carvey and Sarah Michelle Gellar in The Philadelphia Story ?",1
10290,10291,David Spade as Citizen Kane ?,1
10291,10292,Ca n't seem to get anywhere near the story 's center .,1
10292,10293,"The problem , amazingly enough , is the screenplay .",1
10293,10294,It 's a Frankenstein-monster of a film that does n't know what it wants to be .,1
10294,10295,Upper West Sidey exercise in narcissism and self-congratulation disguised as a tribute .,1
10295,10296,"On its icy face , the new film is a subzero version of Monsters , Inc. , without the latter 's imagination , visual charm or texture .",1
10296,10297,I ca n't say this enough : This movie is about an adult male dressed in pink jammies .,1
10297,10298,It 's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex .,1
10298,10299,"After a while , the only way for a reasonably intelligent person to get through The Country Bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .",1
10299,10300,"We get light showers of emotion a couple of times , but then -- strangely -- these wane to an inconsistent and ultimately unsatisfying drizzle .",1
10300,10301,Summer 's far too fleeting to squander on offal like this .,1
10301,10302,"The film is grossly contradictory in conveying its social message , if indeed there is one .",1
10302,10303,"Often lingers just as long on the irrelevant as on the engaging , which gradually turns What Time Is It There ?",1
10303,10304,into How Long Is This Movie ?,1
10304,10305,Too bad Kramer could n't make a guest appearance to liven things up .,1
10305,10306,Deuces Wild is an encyclopedia of cliches that shoplifts shamelessly from farewell-to-innocence movies like The Wanderers and A Bronx Tale without cribbing any of their intelligence .,1
10306,10307,It 's a barely tolerable slog over well-trod ground .,1
10307,10308,Epps has neither the charisma nor the natural affability that has made Tucker a star .,1
10308,10309,It 's sweet ... but just a little bit too precious at the start and a little too familiar at the end .,1
10309,10310,"A dull , dumb and derivative horror film .",1
10310,10311,An awkwardly contrived exercise in magic realism .,1
10311,10312,"Demme gets a lot of flavor and spice into his Charade remake , but he ca n't disguise that he 's spiffing up leftovers that are n't so substantial or fresh .",1
10312,10313,This is a heartfelt story ... it just is n't a very involving one .,1
10313,10314,"These self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation .",1
10314,10315,The fact that the ` best part ' of the movie comes from a 60-second homage to one of Demme 's good films does n't bode well for the rest of it .,1
10315,10316,"Richard Pryor mined his personal horrors and came up with a treasure chest of material , but Lawrence gives us mostly fool 's gold .",1
10316,10317,"The band performances featured in Drumline are red hot ... -LRB- but -RRB- from a mere story point of view , the film 's ice cold .",1
10317,10318,... built on the premise that middle-class Arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from TV reruns and supermarket tabloids .,1
10318,10319,"A laughable -- or rather , unlaughable -- excuse for a film .",1
10319,10320,"The sequel is everything the original was not : contrived , overblown and tie-in ready .",1
10320,10321,"Like a grinning Jack O ' Lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .",1
10321,10322,A sentimental hybrid that could benefit from the spice of specificity .,1
10322,10323,"... familiar and predictable , and 4\/5ths of it might as well have come from a Xerox machine rather than -LRB- writer-director -RRB- Franc .",1
10323,10324,Reyes ' word processor .,1
10324,10325,"Give Shapiro , Goldman , and Bolado credit for good intentions , but there 's nothing here that they could n't have done in half an hour .",1
10325,10326,It 's so devoid of joy and energy it makes even Jason X ... look positively Shakesperean by comparison .,1
10326,10327,A little objectivity could have gone a long way .,1
10327,10328,One of the worst films of 2002 .,1
10328,10329,"I believe Silberling had the best intentions here , but he just does n't have the restraint to fully realize them .",1
10329,10330,plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure Hollywood .,1
10330,10331,McTiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious .,1
10331,10332,"High Crimes carries almost no organic intrigue as a government \/ Marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",1
10332,10333,This movie is about the worst thing Chan has done in the United States .,1
10333,10334,"The explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me .",1
10334,10335,This ludicrous film is predictable at every turn .,1
10335,10336,An incredibly irritating comedy about thoroughly vacuous people ... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .,1
10336,10337,The film desperately sinks further and further into comedy futility .,1
10337,10338,"Instead of a balanced film that explains the zeitgeist that is the X Games , we get a cinematic postcard that 's superficial and unrealized .",1
10338,10339,The crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,1
10339,10340,I wish it would have just gone more over-the-top instead of trying to have it both ways .,1
10340,10341,The superior plotline is n't quite enough to drag along the dead -LRB- water -RRB- weight of the other .,1
10341,10342,"The film does n't really care about the thousands of Americans who die hideously , it cares about how Ryan meets his future wife and makes his start at the CIA .",1
10342,10343,"Adrift , Bentley and Hudson stare and sniffle , respectively , as Ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design .",1
10343,10344,"After an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be .",1
10344,10345,"` Linklater fans , or pretentious types who want to appear avant-garde will suck up to this project ... '",1
10345,10346,"A woefully dull , redundant concept that bears more than a whiff of exploitation , despite Iwai 's vaunted empathy .",1
10346,10347,"Screenwriter Chris ver Weil 's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability .",1
10347,10348,"If you really want to understand what this story is really all about , you 're far better served by the source material .",1
10348,10349,"It 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable .",1
10349,10350,"Like its title character , Esther Kahn is unusual but unfortunately also irritating .",1
10350,10351,"The star who helped give a spark to `` Chasing Amy '' and `` Changing Lanes '' falls flat as thinking man CIA agent Jack Ryan in this summer 's new action film , `` The Sum of All Fears . ''",1
10351,10352,"A summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .",1
10352,10353,Every conceivable mistake a director could make in filming opera has been perpetrated here .,1
10353,10354,"Snoots will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this .",1
10354,10355,-LRB- The film 's -RRB- taste for `` shock humor '' will wear thin on all but those weaned on the comedy of Tom Green and the Farrelly Brothers .,1
10355,10356,Any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .,1
10356,10357,"If legendary shlockmeister Ed Wood had ever made a movie about a vampire , it probably would look a lot like this alarming production , adapted from Anne Rice 's novel The Vampire Chronicles .",1
10357,10358,"Hardly a nuanced portrait of a young woman 's breakdown , the film nevertheless works up a few scares .",1
10358,10359,"Interminably bleak , to say nothing of boring .",1
10359,10360,"Things really get weird , though not particularly scary : the movie is all portent and no content .",1
10360,10361,It 's difficult to discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent Electra rebellion .,1
10361,10362,"Bogs down badly as we absorb Jia 's moody , bad-boy behavior which he portrays himself in a one-note performance .",1
10362,10363,The camera whirls !,1
10363,10364,The camera twirls !,1
10364,10365,"Oh , look at that clever angle !",1
10365,10366,"Wow , a jump cut !",1
10366,10367,Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,1
10367,10368,"The action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if Kaos had n't blown them all up .",1
10368,10369,It almost feels as if the movie is more interested in entertaining itself than in amusing us .,1
10369,10370,"It puts Washington , as honest working man John Q. Archibald , on a pedestal , then keeps lifting the pedestal higher .",1
10370,10371,"Ultimately , the film amounts to being lectured to by tech-geeks , if you 're up for that sort of thing .",1
10371,10372,Far more enjoyable than its predecessor .,1
10372,10373,-LRB- Gayton 's script -RRB- telegraphs every discovery and layers on the gloss of convenience .,1
10373,10374,"Full Frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre 's definitive , if disingenuous , feature .",1
10374,10375,A ragbag of cliches .,1
10375,10376,This rough trade Punch-and-Judy act did n't play well then and it plays worse now .,1
10376,10377,"The three leads produce adequate performances , but what 's missing from this material is any depth of feeling .",1
10377,10378,"It 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling .",1
10378,10379,This painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications ... that have no bearing on the story .,1
10379,10380,"Short and sweet , but also more than anything else slight ... Tadpole pulls back from the consequences of its own actions and revelations .",1
10380,10381,"Has its moments , but it 's pretty far from a treasure .",1
10381,10382,What more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?,1
10382,10383,"Collateral Damage offers formula payback and the Big Payoff , but the explosions tend to simply hit their marks , pyro-correctly .",1
10383,10384,The plan to make Enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' has flopped as surely as a souffl̩ gone wrong .,1
10384,10385,"Instead of letting the laughs come as they may , Lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick .",1
10385,10386,You know that ten bucks you 'd spend on a ticket ?,1
10386,10387,Just send it to Cranky .,1
10387,10388,We do n't get paid enough to sit through crap like this .,1
10388,10389,"An even more predictable , cliche-ridden endeavor than its predecessor .",1
10389,10390,The whole thing plays like a tired Tyco ad .,1
10390,10391,The film does n't show enough of the creative process or even of what was created for the non-fan to figure out what makes Wilco a big deal .,1
10391,10392,"The soupy end result has the odd distinction of being playful without being fun , too .",1
10392,10393,"No , I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",1
10393,10394,"Even by the intentionally low standards of frat-boy humor , Sorority Boys is a bowser .",1
10394,10395,"One well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing .",1
10395,10396,Proof of this is Ballistic : Ecks vs. Sever .,1
10396,10397,"Halfway through , however , having sucked dry the undead action flick formula , Blade II mutates into a gross-out monster movie with effects that are more silly than scary .",1
10397,10398,"Weighted down with slow , uninvolving storytelling and flat acting .",1
10398,10399,"We ca n't accuse Kung Pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie .",1
10399,10400,"Unfortunately , we 'd prefer a simple misfire .",1
10400,10401,There is n't one moment in the film that surprises or delights .,1
10401,10402,` Would n't it be nice if all guys got a taste of what it 's like on the other side of the bra ? ',1
10402,10403,The movie is essentially a series of fleetingly interesting actors ' moments .,1
10403,10404,"Most of the information has already appeared in one forum or another and , no matter how Broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence .",1
10404,10405,"This movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",1
10405,10406,"The secrets of time travel will have been discovered , indulged in and rejected as boring before I see this piece of crap again .",1
10406,10407,"Smug , artificial , ill-constructed and fatally overlong ... it never finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera .",1
10407,10408,Chelsea Walls is a case of too many chefs fussing over too weak a recipe .,1
10408,10409,Every joke is repeated at least four times .,1
10409,10410,Every joke is repeated at least four times .,1
10410,10411,"Every joke is repeated at least -- annoying , is n't it ?",1
10411,10412,Comes across as a fairly weak retooling .,1
10412,10413,The lousy lead performances ... keep the movie from ever reaching the comic heights it obviously desired .,1
10413,10414,"Its and pieces of The Hot Chick are so hilarious , and Schneider 's performance is so fine , it 's a real shame that so much of the movie -- again , as in The Animal -- is a slapdash mess .",1
10414,10415,"-LRB- Creates -RRB- the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .",1
10415,10416,"The movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .",1
10416,10417,Earnest and heartfelt but undernourished and plodding .,1
10417,10418,A sugar-coated Rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .,1
10418,10419,Romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong .,1
10419,10420,They cheapen the overall effect .,1
10420,10421,Has all the complexity and realistic human behavior of an episode of General Hospital .,1
10421,10422,"An acceptable way to pass a little over an hour with moviegoers ages 8-10 , but it 's unlikely to inspire anything more than a visit to McDonald 's , let alone some savvy street activism .",1
10422,10423,"-LRB- Allen 's -RRB- been making piffle for a long while , and Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now .",1
10423,10424,An exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .,1
10424,10425,Not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans .,1
10425,10426,"The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .",1
